Candidate_ID,Manuscript_Ref_No,Corpus_Status,Screening_Status,Inclusion_Decision,Exclusion_Code,Year,Authors,Title,Source_Title,Volume,Issue,Pages,DOI,URL,Database_Source,Document_Type,Language,AI_Method,PCF_Domain,Taxonomy_Branch,Target_Property,Dataset_Size,Simulation_Tool,Performance_R2,RMSE,MAE,Inference_Time_ms,FEM_Baseline_min,Fabrication_Validation,Open_Data,QS_Data,QS_Bench,QS_Hyper,QS_Repro,QS_Valid,QS_Total,Verification_Status,Notes
C0262,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0263,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0264,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0265,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0266,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0267,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0268,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0269,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0270,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0271,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0272,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0273,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0274,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0275,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0276,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0277,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0278,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0279,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0280,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0281,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0282,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0283,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0284,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0285,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0286,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0287,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0288,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0289,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0290,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0291,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0292,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0293,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0294,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0295,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0296,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0297,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0298,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0299,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0300,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0301,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0302,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0303,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0304,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0305,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0306,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0307,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0308,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0309,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0310,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0311,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0312,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0313,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0314,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0315,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0316,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0317,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0318,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0319,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0320,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0321,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0322,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0323,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0324,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0325,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0326,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0327,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0328,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0329,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0330,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0331,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0332,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0333,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0334,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0335,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0336,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0337,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0338,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0339,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0340,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0341,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0342,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0343,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0344,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0345,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0346,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0347,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0348,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0349,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0350,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0351,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0352,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0353,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0354,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0355,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0356,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0357,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0358,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0359,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0360,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0361,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0362,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0363,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0364,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0365,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0366,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0367,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0368,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0369,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0370,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0371,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0372,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
C0373,,Reserved import slot - not a paper until database metadata is imported,Awaiting Scopus/WoS/IEEE/OpenAlex export,Do not cite/count yet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Needs database export proof,Paste/import a real database record here; do not fabricate.
